date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:33:56	69942/69942	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2008:22:28%20GMT	https://www.beneinst.it/images/bg4K/7O5k.jpg	C:/1/Beneinst/www.beneinst.it/images/bg4K/7O5k.jpg	(from https://www.beneinst.it/)
16:33:56	143091/143091	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2014:33:51%20GMT	https://www.beneinst.it/media/com_jchoptimize/cache/js/1b208e277e2094a63c0e90bf769ca090847f9b4897b7cfa35dd4f7cdca2aad83.js	C:/1/Beneinst/www.beneinst.it/media/com_jchoptimize/cache/js/1b208e277e2094a63c0e90bf769ca090847f9b4897b7cfa35dd4f7cdca2aad83.js	(from https://www.beneinst.it/)
16:33:57	984724/984724	---MCZ	200	added ('OK')	text/css	date:Fri,%2022%20Jul%202022%2013:56:24%20GMT	https://www.beneinst.it/media/com_jchoptimize/cache/css/c960300fab81110bfe82f7225a1904b8b87087d7b85d0a9fc75c5a2407f0a4cf.css	C:/1/Beneinst/www.beneinst.it/media/com_jchoptimize/cache/css/c960300fab81110bfe82f7225a1904b8b87087d7b85d0a9fc75c5a2407f0a4cf.css	(from https://www.beneinst.it/)
16:33:57	7698/7698	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2008:39:30%20GMT	https://www.beneinst.it/modules/mod_favshowcase/theme/js/viewportchecker/viewportchecker.js	C:/1/Beneinst/www.beneinst.it/modules/mod_favshowcase/theme/js/viewportchecker/viewportchecker.js	(from https://www.beneinst.it/)
16:33:57	540/540	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2014:33:51%20GMT	https://www.beneinst.it/media/com_jchoptimize/cache/js/1b208e277e2094a63c0e90bf769ca090f0f3e0fa95eb8276ad2253a3fb2bd7e0.js	C:/1/Beneinst/www.beneinst.it/media/com_jchoptimize/cache/js/1b208e277e2094a63c0e90bf769ca090f0f3e0fa95eb8276ad2253a3fb2bd7e0.js	(from https://www.beneinst.it/)
16:33:57	1217/1217	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2008:39:04%20GMT	https://www.beneinst.it/modules/mod_ebdarkmode/assets/js/ebdarkmode.js?v=1993237274	C:/1/Beneinst/www.beneinst.it/modules/mod_ebdarkmode/assets/js/ebdarkmode62ee.js	(from https://www.beneinst.it/)
16:33:57	5535/5535	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2008:32:39%20GMT	https://www.beneinst.it/media/mod_rssocial/js/rssocial.js?52fa9e5feb8f76871cc00291f07f34f6	C:/1/Beneinst/www.beneinst.it/media/mod_rssocial/js/rssocial2434.js	(from https://www.beneinst.it/)
16:33:58	69814/69814	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2008:39:15%20GMT	https://www.beneinst.it/modules/mod_favsliderpro/theme/bootstrap/favth-bootstrap.js	C:/1/Beneinst/www.beneinst.it/modules/mod_favsliderpro/theme/bootstrap/favth-bootstrap.js	(from https://www.beneinst.it/)
16:33:58	2961/2961	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2022%20Jul%202022%2013:56:24%20GMT	https://www.beneinst.it/media/com_jchoptimize/cache/js/1b208e277e2094a63c0e90bf769ca0901d252c212aa964b9405db26e7140b0ec.js	C:/1/Beneinst/www.beneinst.it/media/com_jchoptimize/cache/js/1b208e277e2094a63c0e90bf769ca0901d252c212aa964b9405db26e7140b0ec.js	(from https://www.beneinst.it/)
16:34:00	159573/159573	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:33:59%20GMT	https://www.beneinst.it/di-franco-farina	C:/1/Beneinst/www.beneinst.it/di-franco-farina.html	(from https://www.beneinst.it/)
16:34:01	172007/172007	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:00%20GMT	https://www.beneinst.it/di-arturo-pistocchi	C:/1/Beneinst/www.beneinst.it/di-arturo-pistocchi.html	(from https://www.beneinst.it/)
16:34:03	160111/160111	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:02%20GMT	https://www.beneinst.it/di-massimo-vaj	C:/1/Beneinst/www.beneinst.it/di-massimo-vaj.html	(from https://www.beneinst.it/)
16:34:04	156957/156957	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:03%20GMT	https://www.beneinst.it/di-luigi-cardarelli	C:/1/Beneinst/www.beneinst.it/di-luigi-cardarelli.html	(from https://www.beneinst.it/)
16:34:05	155437/155437	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:04%20GMT	https://www.beneinst.it/di-maria-teresa-azzoni	C:/1/Beneinst/www.beneinst.it/di-maria-teresa-azzoni.html	(from https://www.beneinst.it/)
16:34:06	154956/154956	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:05%20GMT	https://www.beneinst.it/lettereroccovel	C:/1/Beneinst/www.beneinst.it/lettereroccovel.html	(from https://www.beneinst.it/)
16:34:07	154267/154267	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:06%20GMT	https://www.beneinst.it/lettera-alla-nipote	C:/1/Beneinst/www.beneinst.it/lettera-alla-nipote.html	(from https://www.beneinst.it/)
16:34:08	162026/162026	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:07%20GMT	https://www.beneinst.it/di-g-ambrosecchia	C:/1/Beneinst/www.beneinst.it/di-g-ambrosecchia.html	(from https://www.beneinst.it/)
16:34:09	157515/157515	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:08%20GMT	https://www.beneinst.it/di-franco-bazzarelli	C:/1/Beneinst/www.beneinst.it/di-franco-bazzarelli.html	(from https://www.beneinst.it/)
16:34:10	159635/159635	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:09%20GMT	https://www.beneinst.it/di-salvatore-esposito	C:/1/Beneinst/www.beneinst.it/di-salvatore-esposito.html	(from https://www.beneinst.it/)
16:34:11	156363/156363	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:10%20GMT	https://www.beneinst.it/di-arturo-pistocchi-2	C:/1/Beneinst/www.beneinst.it/di-arturo-pistocchi-2.html	(from https://www.beneinst.it/)
16:34:12	164904/164904	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:11%20GMT	https://www.beneinst.it/di-salvatore-messina-2	C:/1/Beneinst/www.beneinst.it/di-salvatore-messina-2.html	(from https://www.beneinst.it/)
16:34:13	159630/159630	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:12%20GMT	https://www.beneinst.it/di-anna-maria-tarantino	C:/1/Beneinst/www.beneinst.it/di-anna-maria-tarantino.html	(from https://www.beneinst.it/)
16:34:14	156564/156564	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:13%20GMT	https://www.beneinst.it/di-chiara-g-schiavini	C:/1/Beneinst/www.beneinst.it/di-chiara-g-schiavini.html	(from https://www.beneinst.it/)
16:34:14	154779/154779	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:14%20GMT	https://www.beneinst.it/di-begonia-curto	C:/1/Beneinst/www.beneinst.it/di-begonia-curto.html	(from https://www.beneinst.it/)
16:34:15	153796/153796	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:14%20GMT	https://www.beneinst.it/di-katia-ferri	C:/1/Beneinst/www.beneinst.it/di-katia-ferri.html	(from https://www.beneinst.it/)
16:34:16	154056/154056	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:15%20GMT	https://www.beneinst.it/di-marco-piluso	C:/1/Beneinst/www.beneinst.it/di-marco-piluso.html	(from https://www.beneinst.it/)
16:34:17	159381/159381	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:16%20GMT	https://www.beneinst.it/di-rocco-veltri	C:/1/Beneinst/www.beneinst.it/di-rocco-veltri.html	(from https://www.beneinst.it/)
16:34:18	154812/154812	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:17%20GMT	https://www.beneinst.it/di-marino-recupero	C:/1/Beneinst/www.beneinst.it/di-marino-recupero.html	(from https://www.beneinst.it/)
16:34:19	167418/167418	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:18%20GMT	https://www.beneinst.it/di-rosario-furgiuele	C:/1/Beneinst/www.beneinst.it/di-rosario-furgiuele.html	(from https://www.beneinst.it/)
16:34:20	167432/167432	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:19%20GMT	https://www.beneinst.it/di-rita-matrella	C:/1/Beneinst/www.beneinst.it/di-rita-matrella.html	(from https://www.beneinst.it/)
16:34:21	164301/164301	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:20%20GMT	https://www.beneinst.it/di-rosachiara-bentivenga	C:/1/Beneinst/www.beneinst.it/di-rosachiara-bentivenga.html	(from https://www.beneinst.it/)
16:34:23	166477/166477	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:21%20GMT	https://www.beneinst.it/di-francesco-magli	C:/1/Beneinst/www.beneinst.it/di-francesco-magli.html	(from https://www.beneinst.it/)
16:34:23	163275/163275	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:22%20GMT	https://www.beneinst.it/di-valerio-pazzi	C:/1/Beneinst/www.beneinst.it/di-valerio-pazzi.html	(from https://www.beneinst.it/)
16:34:24	160014/160014	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:23%20GMT	https://www.beneinst.it/di-felice-gualtieri	C:/1/Beneinst/www.beneinst.it/di-felice-gualtieri.html	(from https://www.beneinst.it/)
16:34:25	164312/164312	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:24%20GMT	https://www.beneinst.it/salvatoretonnara	C:/1/Beneinst/www.beneinst.it/salvatoretonnara.html	(from https://www.beneinst.it/)
16:34:26	154978/154978	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:25%20GMT	https://www.beneinst.it/invio-sed-etiam	C:/1/Beneinst/www.beneinst.it/invio-sed-etiam.html	(from https://www.beneinst.it/)
16:34:27	157970/157970	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:26%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/il-bene-e-il-male-memorie-b.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/il-bene-e-il-male-memorie-b.html	(from https://www.beneinst.it/)
16:34:27	157848/157848	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:26%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/un-soffitto-di-cenere.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/un-soffitto-di-cenere.html	(from https://www.beneinst.it/)
16:34:29	157928/157928	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:28%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/siamo-gia-noi-tra-dieci-minuti.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/siamo-gia-noi-tra-dieci-minuti.html	(from https://www.beneinst.it/)
16:34:30	157989/157989	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:29%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/dillo-tu-te-stesso.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/dillo-tu-te-stesso.html	(from https://www.beneinst.it/)
16:34:31	157943/157943	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:30%20GMT	https://www.beneinst.it/pubblicazion/in-english/good-and-evil-memories.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-english/good-and-evil-memories.html	(from https://www.beneinst.it/)
16:34:31	157855/157855	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:30%20GMT	https://www.beneinst.it/pubblicazion/in-english/an-ash-ceiling.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-english/an-ash-ceiling.html	(from https://www.beneinst.it/)
16:34:32	157857/157857	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:31%20GMT	https://www.beneinst.it/pubblicazion/in-english/it-s-already-us-in-ten-minutes.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-english/it-s-already-us-in-ten-minutes.html	(from https://www.beneinst.it/)
16:34:33	157901/157901	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:32%20GMT	https://www.beneinst.it/pubblicazion/in-english/say-it-yourself.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-english/say-it-yourself.html	(from https://www.beneinst.it/)
16:34:34	157456/157456	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:33%20GMT	https://www.beneinst.it/pubblicazion/en-francais/le-bien-et-le-mal-memoires.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-francais/le-bien-et-le-mal-memoires.html	(from https://www.beneinst.it/)
16:34:34	157410/157410	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:33%20GMT	https://www.beneinst.it/pubblicazion/en-francais/un-plafond-en-frene.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-francais/un-plafond-en-frene.html	(from https://www.beneinst.it/)
16:34:35	157326/157326	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:34%20GMT	https://www.beneinst.it/pubblicazion/en-francais/nous-sommes-deja-dans.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-francais/nous-sommes-deja-dans.html	(from https://www.beneinst.it/)
16:34:36	157575/157575	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:35%20GMT	https://www.beneinst.it/pubblicazion/en-francais/dis-le-toi-meme.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-francais/dis-le-toi-meme.html	(from https://www.beneinst.it/)
16:34:36	157211/157211	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:36%20GMT	https://www.beneinst.it/pubblicazion/en-espanol/el-bien-y-el-mal-memorias.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-espanol/el-bien-y-el-mal-memorias.html	(from https://www.beneinst.it/)
16:34:37	157203/157203	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:36%20GMT	https://www.beneinst.it/pubblicazion/en-espanol/un-techo-de-cenizas-b.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-espanol/un-techo-de-cenizas-b.html	(from https://www.beneinst.it/)
16:34:38	157223/157223	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:37%20GMT	https://www.beneinst.it/pubblicazion/en-espanol/dilo-tu-mismo-a.html	C:/1/Beneinst/www.beneinst.it/pubblicazion/en-espanol/dilo-tu-mismo-a.html	(from https://www.beneinst.it/)
16:34:39	169582/169582	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:38%20GMT	https://www.beneinst.it/condiscendenza-umana	C:/1/Beneinst/www.beneinst.it/condiscendenza-umana.html	(from https://www.beneinst.it/)
16:34:40	170372/170372	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:39%20GMT	https://www.beneinst.it/io-ho-molte-credenze	C:/1/Beneinst/www.beneinst.it/io-ho-molte-credenze.html	(from https://www.beneinst.it/)
16:34:41	163942/163942	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:39%20GMT	https://www.beneinst.it/i-sogni-il-tempo	C:/1/Beneinst/www.beneinst.it/i-sogni-il-tempo.html	(from https://www.beneinst.it/)
16:34:43	164497/164497	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:40%20GMT	https://www.beneinst.it/le-parole-che-non-si-possono-usare	C:/1/Beneinst/www.beneinst.it/le-parole-che-non-si-possono-usare.html	(from https://www.beneinst.it/)
16:34:44	160747/160747	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:42%20GMT	https://www.beneinst.it/sino-polis	C:/1/Beneinst/www.beneinst.it/sino-polis.html	(from https://www.beneinst.it/)
16:34:45	160251/160251	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:44%20GMT	https://www.beneinst.it/mercurio-io-e-tu	C:/1/Beneinst/www.beneinst.it/mercurio-io-e-tu.html	(from https://www.beneinst.it/)
16:34:46	160658/160658	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:45%20GMT	https://www.beneinst.it/te-lo-colorerei	C:/1/Beneinst/www.beneinst.it/te-lo-colorerei.html	(from https://www.beneinst.it/)
16:34:47	163120/163120	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:46%20GMT	https://www.beneinst.it/per-ch-e-sempre	C:/1/Beneinst/www.beneinst.it/per-ch-e-sempre.html	(from https://www.beneinst.it/)
16:34:48	158167/158167	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:46%20GMT	https://www.beneinst.it/audiolibri	C:/1/Beneinst/www.beneinst.it/audiolibri.html	(from https://www.beneinst.it/)
16:34:48	154551/154551	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:47%20GMT	https://www.beneinst.it/chi-sono	C:/1/Beneinst/www.beneinst.it/chi-sono.html	(from https://www.beneinst.it/)
16:34:49	155005/155005	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:48%20GMT	https://www.beneinst.it/contatti	C:/1/Beneinst/www.beneinst.it/contatti.html	(from https://www.beneinst.it/)
16:34:50	161497/161497	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:49%20GMT	https://www.beneinst.it/mappa-beneinst	C:/1/Beneinst/www.beneinst.it/mappa-beneinst.html	(from https://www.beneinst.it/)
16:34:51	172696/172696	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:50%20GMT	https://www.beneinst.it/chisono/cookie-privacy-policy.html	C:/1/Beneinst/www.beneinst.it/chisono/cookie-privacy-policy.html	(from https://www.beneinst.it/)
16:34:52	160292/160292	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:51%20GMT	https://www.beneinst.it/pdf	C:/1/Beneinst/www.beneinst.it/pdf.html	(from https://www.beneinst.it/)
16:34:53	159358/159358	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:51%20GMT	https://www.beneinst.it/epub	C:/1/Beneinst/www.beneinst.it/epub.html	(from https://www.beneinst.it/)
16:34:53	160628/160628	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:52%20GMT	https://www.beneinst.it/awz3-mobi	C:/1/Beneinst/www.beneinst.it/awz3-mobi.html	(from https://www.beneinst.it/)
16:34:54	157965/157965	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:53%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/il-bene-e-il-male-memorie-b	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/il-bene-e-il-male-memorie-b-2.html	(from https://www.beneinst.it/)
16:34:54	213973/213973	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2008:22:57%20GMT	https://www.beneinst.it/images/Copertine/ilprimo2.jpg	C:/1/Beneinst/www.beneinst.it/images/Copertine/ilprimo2.jpg	(from https://www.beneinst.it/)
16:34:55	157843/157843	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:54%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/un-soffitto-di-cenere	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/un-soffitto-di-cenere-2.html	(from https://www.beneinst.it/)
16:34:55	179981/179981	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2008:22:58%20GMT	https://www.beneinst.it/images/Copertine/secondo2.jpg	C:/1/Beneinst/www.beneinst.it/images/Copertine/secondo2.jpg	(from https://www.beneinst.it/)
16:34:56	157923/157923	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:56%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/siamo-gia-noi-tra-dieci-minuti	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/siamo-gia-noi-tra-dieci-minuti-2.html	(from https://www.beneinst.it/)
16:34:57	178942/178942	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2008:22:59%20GMT	https://www.beneinst.it/images/Copertine/terzo2.jpg	C:/1/Beneinst/www.beneinst.it/images/Copertine/terzo2.jpg	(from https://www.beneinst.it/)
16:34:58	157983/157983	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:57%20GMT	https://www.beneinst.it/pubblicazion/in-italiano/dillo-tu-te-stesso	C:/1/Beneinst/www.beneinst.it/pubblicazion/in-italiano/dillo-tu-te-stesso-2.html	(from https://www.beneinst.it/)
16:34:58	154176/154176	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2008:22:57%20GMT	https://www.beneinst.it/images/Copertine/quarto2.jpg	C:/1/Beneinst/www.beneinst.it/images/Copertine/quarto2.jpg	(from https://www.beneinst.it/)
16:34:58	1427/1427	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20Jul%202022%2008:20:40%20GMT	https://www.beneinst.it/images/book2.gif	C:/1/Beneinst/www.beneinst.it/images/book2.gif	(from https://www.beneinst.it/)
16:34:59	158606/158606	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:59%20GMT	https://www.beneinst.it/sed-etiam-menu	C:/1/Beneinst/www.beneinst.it/sed-etiam-menu.html	(from https://www.beneinst.it/)
16:35:00	158150/158150	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2014:34:59%20GMT	https://www.beneinst.it/diari-menu	C:/1/Beneinst/www.beneinst.it/diari-menu.html	(from https://www.beneinst.it/)
16:35:00	26794/26794	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2008:20:48%20GMT	https://www.beneinst.it/images/prima4.png	C:/1/Beneinst/www.beneinst.it/images/prima4.png	(from https://www.beneinst.it/)
